Item1,Item1Name,Item2,Item2Name,PairCt,ItemCt,Prob,Incumbents,SalaryDiff,Salary1,Salary2,Salary1Min,Salary2Min,Hyperlink
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2520,APPLICATION DEVELOPER I,3,139,0.02158,40,2122.92,5152.36,7275.28,3929.28,5856.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2520' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2534,INFORMATION SYSTEMS SUPPORT ANALYST I,3,139,0.02158,6,2177.2,5152.36,7329.56,3929.28,5900.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2534' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,815,"PROGRAM SPECIALIST, I CEO",1,139,0.00719,5,1391.38,5152.36,6543.74,3929.28,4989.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0815' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,913,STAFF ASSISTANT II,1,139,0.00719,231,422.28,5152.36,5574.64,3929.28,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0913' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,1205,"HEAD, ELECTION & DOCUMENT PROC SVS",1,139,0.00719,17,1248,5152.36,6400.36,3929.28,4749.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1205' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,1616,SUPERVISING CHILD SUPPORT OFFICER,1,139,0.00719,119,1488.46,5152.36,6640.82,3929.28,5063.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1616' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2507,"SUPVR,COMPUTER OPTNS",1,139,0.00719,2,718.82,5152.36,5871.18,3929.28,4476.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2507' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2519,ASSISTANT APPLICATION DEVELOPER,1,139,0.00719,5,820.64,5152.36,5973,3929.28,4808,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2519' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2521,APPLICATION DEVELOPER II,1,139,0.00719,108,2528.92,5152.36,7681.28,3929.28,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2521' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2547,SENIOR IT TECHNICAL SUPPORT ANALYST,1,139,0.00719,139,2378.92,5152.36,7531.28,3929.28,5742.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2547' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2589,ASST. INFORMATION SYSTEMS ANALYST,1,139,0.00719,2,1423.74,5152.36,6576.1,3929.28,5014.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2589' target = '_blank' >View Description</a>
2585,SENIOR INFORMATION TECHNOLOGY AIDE,2708,DEPUTY SHERIFF,1,139,0.00719,7901,1928.28,5152.36,7080.64,3929.28,5399.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2708' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2545,IT TECHNICAL SUPPORT ANALYST I,55,136,0.40441,164,89.46,5973,6062.46,4554,4622.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2545' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2590,INFORMATION SYSTEMS ANALYST I,43,136,0.31618,76,1160.28,5973,7133.28,4554,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2590' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2546,IT TECHNICAL SUPPORT ANALYST II,14,136,0.10294,120,783.82,5973,6756.82,4554,5152.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2546' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2591,INFORMATION SYSTEMS ANALYST II,9,136,0.06618,344,1689.18,5973,7662.18,4554,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2558,NETWORK SYSTEMS ADMINISTRATOR I,3,136,0.02206,21,1160.28,5973,7133.28,4554,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2558' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2588,INFORMATION SYSTEMS ANALYST AID,3,136,0.02206,21,0,5973,5973,4554,4554,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2588' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,8021,HUMAN SERVICES ADMINISTRATOR I,3,136,0.02206,346,1919.64,5973,7892.64,4554,6017.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8021' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,1182,CHIEF CLERK,1,136,0.00735,50,-116.36,5973,5856.64,4554,4345.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1182' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,1848,MANAGEMENT ANALYST,1,136,0.00735,285,570.74,5973,6543.74,4554,4989.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1848' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2547,SENIOR IT TECHNICAL SUPPORT ANALYST,1,136,0.00735,139,1558.28,5973,7531.28,4554,5742.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2547' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,2593,SENIOR INFORMATION SYSTEMS ANALYST,1,136,0.00735,352,3360,5973,9333,4554,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2593' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,9008,APPEALS HEARING SPECIALIST,1,136,0.00735,115,-29.08,5973,5943.92,4554,4066.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9008' target = '_blank' >View Description</a>
2588,INFORMATION SYSTEMS ANALYST AID,9128,"STAFF DEVELOPMENT SPEC,WELFARE",1,136,0.00735,36,380.18,5973,6353.18,4554,4844,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9128' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,2520,APPLICATION DEVELOPER I,3,15,0.2,40,699.18,6576.1,7275.28,5014.18,5856.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2520' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,2521,APPLICATION DEVELOPER II,3,15,0.2,108,1105.18,6576.1,7681.28,5014.18,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2521' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,2547,SENIOR IT TECHNICAL SUPPORT ANALYST,3,15,0.2,139,955.18,6576.1,7531.28,5014.18,5742.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2547' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,2590,INFORMATION SYSTEMS ANALYST I,3,15,0.2,76,557.18,6576.1,7133.28,5014.18,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2590' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,815,"PROGRAM SPECIALIST, I CEO",1,15,0.06667,5,-32.36,6576.1,6543.74,5014.18,4989.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0815' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,2558,NETWORK SYSTEMS ADMINISTRATOR I,1,15,0.06667,21,557.18,6576.1,7133.28,5014.18,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2558' target = '_blank' >View Description</a>
2589,ASST. INFORMATION SYSTEMS ANALYST,2559,NETWORK SYSTEMS ADMINISTRATOR II,1,15,0.06667,91,1375.18,6576.1,7951.28,5014.18,6062.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2559' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2591,INFORMATION SYSTEMS ANALYST II,228,353,0.64589,344,528.9,7133.28,7662.18,5439.18,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2590,INFORMATION SYSTEMS ANALYST I,43,353,0.12181,76,0,7133.28,7133.28,5439.18,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2590' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2547,SENIOR IT TECHNICAL SUPPORT ANALYST,37,353,0.10482,139,398,7133.28,7531.28,5439.18,5742.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2547' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2559,NETWORK SYSTEMS ADMINISTRATOR II,12,353,0.03399,91,818,7133.28,7951.28,5439.18,6062.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2559' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2521,APPLICATION DEVELOPER II,9,353,0.0255,108,548,7133.28,7681.28,5439.18,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2521' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2593,SENIOR INFORMATION SYSTEMS ANALYST,6,353,0.017,352,2199.72,7133.28,9333,5439.18,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2593' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2560,SENIOR NETWORK SYSTEMS ADMINISTRATOR,4,353,0.01133,125,1728.64,7133.28,8861.92,5439.18,6756.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2560' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2520,APPLICATION DEVELOPER I,3,353,0.0085,40,142,7133.28,7275.28,5439.18,5856.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2520' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2525,SENIOR APPLICATION DEVELOPER,2,353,0.00567,214,1641.36,7133.28,8774.64,5439.18,6690.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2525' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2548,INFORMATION TECHNOLOGY TECH SUPPORT SUPERVISOR,2,353,0.00567,36,1260.54,7133.28,8393.82,5439.18,6400.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2548' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,827,"ANALYST, CEO",1,353,0.00283,26,996.08,7133.28,8129.36,5439.18,6198.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0827' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,1002,ADMINISTRATIVE SERVICES MANAGER I,1,353,0.00283,434,759.36,7133.28,7892.64,5439.18,6017.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1002' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2534,INFORMATION SYSTEMS SUPPORT ANALYST I,1,353,0.00283,6,196.28,7133.28,7329.56,5439.18,5900.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2534' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2535,INFORMATION SYSTEMS SUPPORT ANALYST II,1,353,0.00283,12,605.28,7133.28,7738.56,5439.18,6229.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2535' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,2558,NETWORK SYSTEMS ADMINISTRATOR I,1,353,0.00283,21,0,7133.28,7133.28,5439.18,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2558' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,3725,COMMUNICATIONS SERVICES ANALYST,1,353,0.00283,26,379.46,7133.28,7512.74,5439.18,6047.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=3725' target = '_blank' >View Description</a>
2590,INFORMATION SYSTEMS ANALYST I,8021,HUMAN SERVICES ADMINISTRATOR I,1,353,0.00283,346,759.36,7133.28,7892.64,5439.18,6017.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8021' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2593,SENIOR INFORMATION SYSTEMS ANALYST,181,470,0.38511,352,1670.82,7662.18,9333,5842.1,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2593' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2591,INFORMATION SYSTEMS ANALYST II,92,470,0.19574,344,0,7662.18,7662.18,5842.1,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2560,SENIOR NETWORK SYSTEMS ADMINISTRATOR,36,470,0.0766,125,1199.74,7662.18,8861.92,5842.1,6756.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2560' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2525,SENIOR APPLICATION DEVELOPER,34,470,0.07234,214,1112.46,7662.18,8774.64,5842.1,6690.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2525' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2559,NETWORK SYSTEMS ADMINISTRATOR II,34,470,0.07234,91,289.1,7662.18,7951.28,5842.1,6062.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2559' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2595,INFORMATION SYSTEMS SUPERVISOR I,25,470,0.05319,41,1670.82,7662.18,9333,5842.1,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2595' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2521,APPLICATION DEVELOPER II,18,470,0.0383,108,19.1,7662.18,7681.28,5842.1,6183.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2521' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2551,SENIOR OPERATING SYSTEMS ANALYST,8,470,0.01702,45,1879.74,7662.18,9541.92,5842.1,7275.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2551' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2548,INFORMATION TECHNOLOGY TECH SUPPORT SUPERVISOR,7,470,0.01489,36,731.64,7662.18,8393.82,5842.1,6400.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2548' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2594,PRINCIPAL INFORMATION SYSTEMS ANALYST,5,470,0.01064,109,2817.64,7662.18,10479.82,5842.1,7990.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2594' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,8021,HUMAN SERVICES ADMINISTRATOR I,5,470,0.01064,346,230.46,7662.18,7892.64,5842.1,6017.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8021' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,1002,ADMINISTRATIVE SERVICES MANAGER I,4,470,0.00851,434,230.46,7662.18,7892.64,5842.1,6017.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1002' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2550,OPERATING SYSTEMS ANALYST,4,470,0.00851,16,649.1,7662.18,8311.28,5842.1,6337.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2550' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,4414,SENIOR GEOGRAPHIC INFORMATION SYSTEMS ANALYST,3,470,0.00638,16,1112.46,7662.18,8774.64,5842.1,7063.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4414' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,505,FINANCE ANALYST,1,470,0.00213,11,2436.82,7662.18,10099,5842.1,7700.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0505' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,816,"PROGRAM SPECIALIST II, CEO",1,470,0.00213,20,-368.82,7662.18,7293.36,5842.1,5560.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0816' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,827,"ANALYST, CEO",1,470,0.00213,26,467.18,7662.18,8129.36,5842.1,6198.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0827' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2526,PRINCIPAL APPLICATION DEVELOPER,1,470,0.00213,158,2740.46,7662.18,10402.64,5842.1,7931.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2526' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2565,INFORMATION TECHNOLOGY MANAGER I,1,470,0.00213,86,5747.78,7662.18,13409.96,5842.1,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2565' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2602,INFORMATION TECHNOLOGY SECURITY ANALYST,1,470,0.00213,1,1199.74,7662.18,8861.92,5842.1,6756.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2602' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2611,DEPTL INFO SECURITY OFFICER I,1,470,0.00213,28,4812.28,7662.18,12474.46,5842.1,8241.68,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2611' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2620,DATABASE ADMINISTRATOR,1,470,0.00213,25,3105.74,7662.18,10767.92,5842.1,8209.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2620' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,2648,ACCOUNTING SYSTEMS ANALYST II,1,470,0.00213,32,587.74,7662.18,8249.92,5842.1,6290.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2648' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,4595,"ASST STAFF ANALYST, H.S.",1,470,0.00213,93,38.18,7662.18,7700.36,5842.1,5871.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4595' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,4727,HEALTH PROGRAM ANALYST I,1,470,0.00213,71,-168,7662.18,7494.18,5842.1,5713.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4727' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,6550,"AUDIO, VIDEO & SECURITY SYST TECH_SUPVR",1,470,0.00213,2,546.62,7662.18,8208.8,5842.1,8208.8,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6550' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,6685,"MANAGER I, FACILITIES OPERATIONS AND CRAFTS",1,470,0.00213,21,2411.82,7662.18,10074,5842.1,7681.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6685' target = '_blank' >View Description</a>
2591,INFORMATION SYSTEMS ANALYST II,8038,ASSISTANT HOSPITAL ADMINISTRATOR I,1,470,0.00213,11,-368.82,7662.18,7293.36,5842.1,5560.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8038' target = '_blank' >View Description</a>
2593,SENIOR INFORMATION SYSTEMS ANALYST,2594,PRINCIPAL INFORMATION SYSTEMS ANALYST,56,223,0.25112,109,1146.82,9333,10479.82,7115.74,7990.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2594' target = '_blank' >View Description</a>
2593,SENIOR INFORMATION SYSTEMS ANALYST,2593,SENIOR INFORMATION SYSTEMS ANALYST,50,223,0.22422,352,0,9333,9333,7115.74,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2593' target = '_blank' >View Description</a>
